Filename,Detected_Language,Whisper_Text,CMU_Raw_Text,Text_Similarity,CMU_Raw_Audio,Start_Time,Stop_Time,Source,Emotion
1dWsw38VDjY[2],en,and I've been able to walk for the first time without a cane in three years since the treatments.,"['balance' 'sp' 'i' 'been' 'able' 'sp' 'to' 'walk' 'for' 'sp' 'the'
 'first' 'sp' 'time' 'sp' 'without' 'a' 'cane' 'sp' 'in' 'years' 'sp'
 'since' 'sp' 'the' 'treatments' 'sp']",0.9148936170212766,1dWsw38VDjY,61.821,69.256,CMU-MOSEI,positive
2-4autDbHVQ[10],en,Click the link in the description and you can buy it where about mine.,"['try' 'sp' 'click' 'the' 'link' 'in' 'the' 'description' 'and' 'sp' 'you'
 'can' 'buy' 'it' 'where' 'i' 'bought' 'sp' 'mine' 'sp']",0.9178082191780822,2-4autDbHVQ,74.3823129252,79.1437641723,CMU-MOSEI,positive
2-4autDbHVQ[11],en,Thanks guys for watching and have a great day!,"['sp' 'thanks' 'sp' 'guys' 'sp' 'for' 'watching' 'and' 'have' 'a' 'great'
 'sp' 'day' 'sp' 'oh']",0.9072164948453608,2-4autDbHVQ,78.7224489796,82.7256235828,CMU-MOSEI,positive
2-4autDbHVQ[13],en,"Oh, and if you have any questions about Force Kolen or about my weight loss journey, feel free to send me a message. Bye!","['day' 'sp' 'oh' 'sp' 'and' 'if' 'you' 'sp' 'have' 'sp' 'any' 'questions'
 'about' 'sp' 'or' 'sp' 'about' 'my' 'weight' 'loss' 'journey' 'feel' 'sp'
 'free' 'to' 'send' 'me' 'a' 'sp' 'message' 'sp' 'bye' 'sp']",0.9130434782608696,2-4autDbHVQ,81.9650793651,90.0390022676,CMU-MOSEI,positive
20LfN8ENbhM[0],en,Very interested in this opportunity and passionate about the industry that he wants to be able to join.,"['sp' 'interested' 'in' 'this' 'opportunity' 'and' 'passionate' 'sp'
 'about' 'the' 'industry' 'that' 'he' 'wants' 'to' 'be' 'able' 'to' 'join'
 'sp']",0.9514563106796116,20LfN8ENbhM,0.0,6.18,CMU-MOSEI,positive
21137[5],en,"movie, I loved it and I laughed my butt off while I watched it.","['hilarious' 'movie' 'i' 'loved' 'it' 'sp' 'and' 'sp' 'i' 'laughed' 'my'
 'butt' 'off' 'sp' 'while' 'i' 'watched' 'it' 'sp']",0.8656716417910447,21137,15.067,19.479,CMU-MOSEI,positive
233356[2],en,good. So I'll give it one star for actually half a star for their hair. Everybody had good hair. And half a star for Katie Holmes is dancing. But,"['good' 'sp' 'so' 'uhh' 'sp' ""i'll"" 'sp' 'give' 'it' 'one' 'star' 'for'
 'sp' 'uhh' 'sp' 'actually' 'half' 'a' 'star' 'for' 'their' 'hair' 'sp'
 'uhh' 'everybody' 'had' 'good' 'hair' 'sp' 'and' 'sp' 'uhh' 'sp' 'half'
 'a' 'star' 'for' 'uhh' 'katie' 'dancing' 'sp' 'but']",0.87248322147651,233356,65.024,78.146,CMU-MOSEI,positive
24xayGF5yYA[20],en,go click that link and buy her book because all time,"['below' 'sp' 'go' 'click' 'that' 'link' 'sp' 'and' 'buy' 'her' 'book'
 'sp' 'because' ""i'll"" 'tell' 'you']",0.8547008547008547,24xayGF5yYA,174.644444444,177.999092971,CMU-MOSEI,positive
24xayGF5yYA[3],en,her videos were not only informative but they were also entertaining and that led to me binge watching them. she's got,"['immediately' 'sp' 'her' 'videos' 'were' 'not' 'only' 'informative'
 'they' 'were' 'also' 'sp' 'entertaining' 'and' 'that' 'led' 'to' 'me'
 'binge' 'watching' 'them' ""she's"" 'got']",0.9387755102040816,24xayGF5yYA,78.6027210884,85.0702947846,CMU-MOSEI,positive
24xayGF5yYA[4],en,watching them. She's got 700 and some. I haven't seen them all. I'm sure. But I watched a lot of them because I was learning something with each new video.,"['watching' 'them' ""she's"" 'got' 'sp' 'and' 'some' 'i' ""haven't"" 'seen'
 'them' 'all' ""i'm"" 'sure' 'sp' 'but' ""i've"" 'watched' 'a' 'lot' 'of'
 'them' 'because' 'i' 'was' 'learning' 'something' 'with' 'each' 'new'
 'video' 'sp' 'one' 'thing']",0.8757763975155279,24xayGF5yYA,84.0702947846,93.9301587302,CMU-MOSEI,positive
24xayGF5yYA[8],en,"Oh, and look, there it is right there on page 87. It's Amy's authority video formula. All about how to do a YouTube video.","['videos' 'sp' 'oh' 'and' 'look' 'there' 'it' 'is' 'right' 'there' 'on'
 'page' 'sp' ""it's"" 'sp' ""amy's"" 'authority' 'video' 'formula' 'sp' 'all'
 'about' 'sp' 'how' 'to' 'do' 'a' 'video' 'sp' 'and']",0.8724279835390947,24xayGF5yYA,107.317460317,114.752834467,CMU-MOSEI,positive
252097[1],en,It's me Danny Erickson and I'm here to talk to you today about the movie currently in theaters meet the Spartans,"['land' 'sp' ""it's"" 'me' 'danny' 'ericson' 'and' ""i'm"" 'here' 'to' 'talk'
 'sp' 'to' 'you' 'today' 'about' 'the' 'movie' 'currently' 'in' 'theaters'
 'sp' 'meet' 'sp' 'the' 'sp']",0.905829596412556,252097,2.137,9.143,CMU-MOSEI,positive
252177[1],en,It's me Danny Erickson and I'm here to talk to you about this great new movie called The Hottie and the Nadi starring Paris Hilton and Joel Moore.,"['land' 'sp' ""it's"" 'me' 'danny' 'ericson' 'and' ""i'm"" 'here' 'to' 'talk'
 'to' 'sp' 'you' 'about' 'sp' 'this' 'great' 'new' 'movie' 'called' 'sp'
 'the' 'and' 'sp' 'the' 'starring' 'sp' 'paris' 'sp' 'hilton' 'sp' 'and'
 'uhh' 'joel' 'moore' 'sp']",0.9003436426116839,252177,2.007,14.531,CMU-MOSEI,positive
298774[1],en,This movie is playing out in theaters and it is very good.,"['keeper' 'sp' 'this' 'movie' 'is' 'playing' 'out' 'in' 'theaters' 'sp'
 'and' 'it' 'is' 'sp' 'very' 'good' 'sp' 'i']",0.9032258064516128,298774,5.599,10.51,CMU-MOSEI,positive
2BuFtglEcaY[4],en,Now that's something to be thankful for.,"['sp' 'now' ""that's"" 'something' 'to' 'be' 'thankful' 'for' 'sp' 'as']",0.8735632183908046,2BuFtglEcaY,128.878,132.443,CMU-MOSEI,positive
2BuFtglEcaY[5],en,"as you head back out into the year of Braille. I hope you'll feel like your trunk is straight and strong, your roots run deeper, and your branches reach a little farther to your colleagues and friends across this great country, travel so far.","['for' 'sp' 'as' 'sp' 'you' 'head' 'back' 'out' 'into' 'the' 'year' 'of'
 'braille' 'sp' 'i' 'hope' ""you'll"" 'feel' 'like' 'your' 'trunk' 'is'
 'straight' 'and' 'strong' 'sp' 'your' 'roots' 'run' 'deeper' 'sp' 'and'
 'your' 'branches' 'reach' 'a' 'little' 'farther' 'sp' 'to' 'your'
 'colleagues' 'and' 'friends' 'across' 'this' 'great' 'sp' 'country' 'sp'
 'travel' 'safely']",0.9690721649484536,2BuFtglEcaY,131.702,147.169,CMU-MOSEI,positive
2BuFtglEcaY[7],en,"But you know, I was wondering was I like a proud mama? And I thought, no, that would insinuate that I had a hand in shaping this amazing organization and event, and I'm really much too new at APH to claim that. So I settled instead on anti. As in anti-Duranda is so proud to be part of this organization and event and the deep roots and branches we build.","['that' 'sp' 'but' 'you' 'know' 'sp' 'i' 'sp' 'was' 'wondering' 'was' 'i'
 'was' 'i' 'like' 'a' 'proud' 'mama' 'sp' 'and' 'i' 'thought' 'no' 'sp'
 'that' 'would' 'insinuate' 'that' 'i' 'had' 'a' 'hand' 'in' 'shaping'
 'this' 'amazing' 'organization' 'and' 'event' 'and' ""i'm"" 'really' 'much'
 'to' 'sp' 'new' 'at' 'to' 'claim' 'that' 'sp' 'so' 'i' 'settled'
 'instead' 'on' 'sp' 'auntie' 'sp' 'as' 'in' 'auntie' 'dorinda' 'is' 'so'
 'proud' 'to' 'be' 'part' 'of' 'this' 'organization' 'and' 'event' 'sp'
 'and' 'the' 'deep' 'roots' 'and' 'branches' 'we' 'build' 'sp']",0.9299719887955182,2BuFtglEcaY,26.401,53.332,CMU-MOSEI,positive
2LpVvLemgvw[0],en,out there that will give you an opportunity to connect and potentially grow your business and theirs.,"['sp' 'out' 'there' 'that' 'sp' 'will' 'give' 'you' 'an' 'opportunity'
 'sp' 'to' 'connect' 'sp' 'and' 'potentially' 'grow' 'your' 'business'
 'sp' 'and' 'theirs' 'sp' 'and']",0.9615384615384616,2LpVvLemgvw,0.0,7.407,CMU-MOSEI,positive
2LpVvLemgvw[7],en,"If you've never been to a live event, you now have four dynamic reasons to get your butt out to one of those events and get meeting up with people.","['succeed' 'sp' 'if' 'never' 'been' 'to' 'a' 'live' 'event' 'sp' 'you'
 'know' 'have' 'sp' 'four' 'dynamic' 'reasons' 'sp' 'to' 'get' 'your'
 'butt' 'out' 'to' 'one' 'of' 'those' 'events' 'sp' 'and' 'get' 'sp'
 'meeting' 'up' 'with' 'people' 'sp']",0.9523809523809524,2LpVvLemgvw,32.757,43.734,CMU-MOSEI,positive
2Xt31_d0XEE[1],en,Their vision was to create a franchise consisting of a team of associates who all share the same passion for helping people look and feel great.,"['industry' 'sp' 'their' 'vision' 'was' 'to' 'create' 'a' 'franchise'
 'consisting' 'of' 'a' 'team' 'of' 'associates' 'who' 'all' 'share' 'the'
 'same' 'passion' 'sp' 'for' 'helping' 'people' 'look' 'and' 'feel'
 'great' 'sp' 'now']",0.9466666666666668,2Xt31_d0XEE,12.074,21.245,CMU-MOSEI,positive
2mWPHvbKzL8[10],en,Reviews from Happy Clients will quickly generate more business. Good luck!,"['sp' 'reviews' 'from' 'happy' 'clients' 'will' 'quickly' 'generate' 'sp'
 'more' 'business' 'good' 'luck']",0.912751677852349,2mWPHvbKzL8,126.394,135.037,CMU-MOSEI,positive
367506[7],en,"the future. I really, really love that part.",['the' 'sp' 'future' 'really' 'really' 'loved' 'that' 'sp' 'part' 'sp'],0.9285714285714286,367506,78.752,80.7,CMU-MOSEI,positive
39lcRCFvV-s[11],en,"inevitable. And after that first day, once I've gotten used to wearing them, I found out that I actually really like how they look. I mean, once...","['much' 'inevitable' 'and' 'after' 'that' 'first' 'day' 'once' 'sp'
 'gotten' 'used' 'to' 'wearing' 'them' 'sp' 'i' 'sp' 'found' 'out' 'that'
 'i' 'actually' 'really' 'like' 'how' 'they' 'look' 'i' 'mean' 'for' 'one'
 'thing']",0.888135593220339,39lcRCFvV-s,81.9551020408,88.1133786848,CMU-MOSEI,positive
39lcRCFvV-s[39],en,t-shirts you can get one by clicking on the little picture of them right down there. Thank you so much for watching!,"['mystic' 't' 'shirts' 'you' 'can' 'get' 'one' 'by' 'clicking' 'on' 'the'
 'little' 'picture' 'of' 'them' 'right' 'down' 'there' 'thank' 'you' 'so'
 'much' 'for']",0.9385964912280702,39lcRCFvV-s,187.784580499,191.418594104,CMU-MOSEI,positive
3sDL7mwosP0[1],en,You may now move on to the next section of this orientation. Good job!,"['correctly' 'sp' 'you' 'may' 'now' 'move' 'onto' 'the' 'next' 'section'
 'of' 'this' 'sp' 'orientation' 'good' 'job']",0.8979591836734694,3sDL7mwosP0,7.724,12.425,CMU-MOSEI,positive
3wHE78v9zr4[12],en,"It's freezing, but I'm really excited because in two weeks we're going to do one of the coolest things that we do as an organization.","['washington' 'sp' ""it's"" 'sp' 'freezing' 'sp' 'but' ""i'm"" 'really'
 'excited' 'because' 'in' 'two' 'weeks' 'sp' ""we're"" 'going' 'to' 'do'
 'one' 'of' 'the' 'coolest' 'things' 'that' 'we' 'do' 'as' 'an'
 'organization' 'sp' 'are']",0.9052631578947368,3wHE78v9zr4,14.6580498866,21.6145124717,CMU-MOSEI,positive
4Kh5N9W-Jr4[0],en,I welcome to wave domain my name is,['hi' 'sp' 'welcome' 'to' 'wave' 'sp' 'domain' 'sp' 'my' 'name' 'is'],0.9577464788732394,4Kh5N9W-Jr4,0.0,3.456,CMU-MOSEI,positive
4Kh5N9W-Jr4[1],en,main. My name is Andy and today what I wanted to do was a one minute video on averages versus mediums. Now if,"['domain' 'sp' 'my' 'name' 'is' 'sp' 'and' 'sp' 'today' 'what' 'i'
 'wanted' 'to' 'sp' 'do' 'was' 'a' 'one' 'minute' 'video' 'on' 'sp'
 'averages' 'sp' 'vs' 'sp' 'now' 'i' 'refer']",0.9223300970873788,4Kh5N9W-Jr4,2.496,10.45,CMU-MOSEI,positive
4Q95Lg3Icho[0],en,"Hello there, it's Ruth Sherman, CEO and celebrity speech and media coach, but you don't have to be famous to work with me. I had to go into New York City for an event last night. It was something I was looking for.","['sp' 'hello' 'there' 'its' 'ruth' 'sherman' 'sp' 'and' 'celebrity'
 'speech' 'sp' 'and' 'media' 'coach' 'sp' 'but' 'you' 'sp' ""don't"" 'have'
 'sp' 'to' 'be' 'famous' 'to' 'work' 'with' 'me' 'sp' 'i' 'had' 'to' 'go'
 'into' 'new' 'york' 'city' 'for' 'an' 'event' 'sp' 'last' 'night' 'it'
 'was' 'something' 'i' 'was']",0.9073170731707316,4Q95Lg3Icho,0.170975056689,12.2358276644,CMU-MOSEI,positive
4Q95Lg3Icho[11],en,"much more. I've lost count to be honest with you. Along with the color purple and Shindler's list. So I have seen these movies so many times. I know what's going to happen in these movies. I know the outcome. I know when to hide my eyes. I know when I know when it's going to be funny, but I still love seeing them. I love","['much' 'more' 'sp' 'lost' 'sp' 'count' 'to' 'be' 'honest' 'with' 'you'
 'sp' 'along' 'with' 'the' 'color' 'purple' 'and' 'sp' 'and' ""schindler's""
 'list' 'so' 'i' 'have' 'seen' 'these' 'movies' 'so' 'many' 'times' 'sp'
 'i' 'know' ""what's"" 'going' 'to' 'happen' 'in' 'these' 'movies' 'sp' 'i'
 'know' 'the' 'outcome' 'sp' 'i' 'know' 'when' 'to' 'hide' 'my' 'sp'
 'eyes' 'i' 'know' 'when' 'sp' 'i' 'know' 'when' ""it's"" 'going' 'to' 'be'
 'funny' 'sp' 'but' 'i' 'still' 'love' 'sp' 'seeing' 'them' 'sp' 'i'
 'love']",0.9283489096573208,4Q95Lg3Icho,156.585487528,179.326077098,CMU-MOSEI,positive
4Q95Lg3Icho[13],en,seeing them. I love going on the journey with them with him.,"['seeing' 'them' 'sp' 'i' 'love' 'sp' 'going' 'on' 'the' 'journey' 'with'
 'sp' 'them' 'sp' 'with' 'him' 'sp']",0.9661016949152542,4Q95Lg3Icho,178.35600907,182.439002268,CMU-MOSEI,positive
4Q95Lg3Icho[18],en,"So once you find a great story, don't let it get away. Keep telling us.","['again' 'sp' 'so' 'once' 'you' 'find' 'a' 'great' 'story' 'sp' ""don't""
 'sp' 'let' 'it' 'sp' 'get' 'sp' 'away' 'sp' 'keep']",0.8759124087591241,4Q95Lg3Icho,202.491156463,207.521995465,CMU-MOSEI,positive
4Q95Lg3Icho[19],en,"away. Keep telling it and even though you think they're going to be bored with it, you're wrong about that.","['sp' 'away' 'sp' 'keep' 'telling' 'it' 'sp' 'and' 'even' 'though' 'you'
 'sp' 'think' 'sp' ""they're"" 'going' 'to' 'be' 'bored' 'with' 'it' 'sp'
 ""you're"" 'wrong' 'about' 'sp' 'that' 'sp']",0.9363636363636364,4Q95Lg3Icho,206.591836735,213.388662132,CMU-MOSEI,positive
4Q95Lg3Icho[1],en,Last night it was something I was really looking forward to. Anyway.,"['sp' 'last' 'night' 'it' 'was' 'something' 'i' 'was' 'really' 'looking'
 'forward' 'to' 'anyway' 'a' 'sp']",0.9064748201438848,4Q95Lg3Icho,11.2358276644,13.8421768707,CMU-MOSEI,positive
4Q95Lg3Icho[20],en,"have this big event, this big fun event with bands and so forth. They're celebrating the Super Bowl. So I got to New York, it took me","['have' 'been' 'this' 'sp' 'big' 'sp' 'picture' 'sp' 'events' 'sp' 'this'
 'sp' 'big' 'fun' 'sp' 'event' 'that' 'has' 'sp' 'bands' 'in' 'and' 'so'
 'forth' 'are' 'celebrating' 'the' 'super' 'bowl' 'sp' 'so' 'sp' 'i' 'got'
 'sp' 'to' 'new' 'york' 'it' 'took' 'me' 'an']",0.851063829787234,4Q95Lg3Icho,26.0421768707,36.8399092971,CMU-MOSEI,positive
4Q95Lg3Icho[4],en,that. But I got to the garage and who should be standing there next to me waiting for his car but the amazing and gifted genius Steven Spielberg. Now even I have a hard time not staring and of course I know being in the celebrity world that you really want to give these people some space. Nobody else was approaching him. I certainly,"['that' 'sp' 'but' 'when' 'sp' 'i' 'got' 'to' 'the' 'garage' 'sp' 'who'
 'should' 'be' 'standing' 'there' 'next' 'sp' 'to' 'me' 'sp' 'waiting'
 'for' 'his' 'car' 'sp' 'but' 'sp' 'the' 'amazing' 'sp' 'and' 'gifted'
 'sp' 'genius' 'sp' 'steven' 'spielberg' 'sp' 'now' 'sp' 'even' 'sp'
 'have' 'a' 'hard' 'time' 'sp' 'not' 'sp' 'staring' 'sp' 'and' 'of' 'sp'
 'course' 'sp' 'i' 'know' 'being' 'in' 'the' 'celebrity' 'world' 'sp'
 'that' 'sp' 'you' 'really' 'wanna' 'give' 'these' 'people' 'some' 'space'
 'nobody' 'else' 'was' 'approaching' 'him' 'sp' 'i' 'certainly']",0.9531013615733736,4Q95Lg3Icho,86.0358276644,109.454875283,CMU-MOSEI,positive
4Q95Lg3Icho[6],en,"anything. I didn't want to intrude on his valuable private space. You know, these people just want to be treated like like like regular human beings even though they're not","['say' 'anything' 'i' ""didn't"" 'want' 'to' 'intrude' 'sp' 'on' 'his'
 'valuable' 'private' 'space' 'sp' 'yes' 'these' 'people' 'just' 'want'
 'to' 'be' 'treated' 'sp' 'like' 'sp' 'regular' 'sp' 'human' 'beings'
 'even' 'though' 'sp' ""they're"" 'not' 'sp' 'but' 'sp' 'what']",0.9154518950437318,4Q95Lg3Icho,111.078911565,122.345578231,CMU-MOSEI,positive
4Q95Lg3Icho[7],en,"But what it got me thinking on my way home instead of being angry, it got me thinking about his genius of storytelling.","['not' 'sp' 'but' 'sp' 'what' 'sp' 'got' 'me' 'thinking' 'sp' 'on' 'my'
 'way' 'home' 'instead' 'of' 'being' 'angry' 'sp' 'it' 'got' 'me'
 'thinking' 'about' 'sp' 'his' 'genius' 'sp' 'of' 'storytelling' 'sp'
 'nobody']",0.9426229508196722,4Q95Lg3Icho,121.415419501,131.624489796,CMU-MOSEI,positive
4hEWns7JBg0[18],en,"For more advice with a personalized touch, contact Berkeley Landing Kendra Downs with Prudential Alliance Realtors at 314-872-6716 and consult with a full-service agent.","['realtor' 'sp' 'for' 'more' 'advice' 'sp' 'with' 'a' 'sp' 'personalized'
 'sp' 'touch' 'sp' 'contact' 'sp' 'berkley' 'land' 'and' 'kendra' 'downs'
 'with' 'prudential' 'sp' 'alliance' 'sp' 'realtors' 'at' 'sp' 'and' 'sp'
 'consult' 'with' 'a' 'sp' 'full' 'sp' 'service' 'agent' 'sp' 'make']",0.8571428571428571,4hEWns7JBg0,129.48707483,142.968707483,CMU-MOSEI,positive
4hEWns7JBg0[21],en,and formed home buyers can find unbelievable deals on mortgages.,"['market' 'sp' 'informed' 'home' 'buyers' 'can' 'find' 'sp' 'unbelievable'
 'deals' 'on' 'mortgages' 'sp' 'you' 'sp' 'can']",0.8857142857142857,4hEWns7JBg0,29.7138321995,35.0439909297,CMU-MOSEI,positive
57618[10],en,I love the first Matrix. The second Matrix had amazing action special effects and I liked it too.,"['sp' 'i' 'love' 'sp' 'the' 'first' 'matrix' 'sp' 'the' 'second' 'matrix'
 'had' 'amazing' 'action' 'and' 'special' 'effects' 'sp' 'and' 'i' 'liked'
 'it' 'sp' 'too' 'sp' 'however']",0.8695652173913043,57618,10.248,17.324,CMU-MOSEI,positive
5Fs_7A_V2kA[1],en,"It also deals with the ability to identify scenarios where multiple forms are useful. Specify form order, assign roles to forms, and describe considerations when designing mobile forms.","['visualization' 'sp' 'it' 'also' 'deals' 'with' 'the' 'ability' 'to'
 'identify' 'scenarios' 'sp' 'where' 'multiple' 'forms' 'sp' 'are'
 'useful' 'sp' 'specify' 'form' 'order' 'sp' 'assign' 'roles' 'to' 'forms'
 'sp' 'and' 'describe' 'considerations' 'sp' 'when' 'designing' 'mobile'
 'forms' 'sp' 'this' 'exam']",0.917948717948718,5Fs_7A_V2kA,57.211,72.469,CMU-MOSEI,positive
60037[13],en,"and if he sees it, we have X more weeks of winter left, something like that.","['shadow' 'sp' 'and' 'if' 'he' 'sees' 'it' 'then' 'we' 'have' 'x' 'more'
 'weeks' 'of' 'sp' 'winter' 'left' 'sp' 'something' 'like' 'sp' 'that'
 'sp' 'umm']",0.8727272727272727,60037,32.148,37.778,CMU-MOSEI,positive
60037[5],en,The mystery is how he is going to break out of this loop and that's the fun of the movie.,"['day' 'sp' 'the' 'mystery' 'is' 'how' 'he' 'is' 'going' 'to' 'break' 'sp'
 'out' 'of' 'this' 'loop' 'sp' 'and' ""that's"" 'sp' 'the' 'fun' 'of' 'the'
 'movie' 'sp' 'groundhog']",0.9015544041450776,60037,88.81,94.439,CMU-MOSEI,positive
60037[8],en,is fun but you also get a good laugh out of it in addition to the romance and the drama that does evolve in it.,"['stutter' 'fun' 'but' ""you'll"" 'also' 'get' 'a' 'good' 'laugh' 'out' 'sp'
 'of' 'sp' 'it' 'umm' 'in' 'addition' 'to' 'the' 'romance' 'and' 'the'
 'drama' 'that' 'does' 'evolve' 'sp' 'in' 'sp' 'it' 'sp' 'this' 'is']",0.9053497942386832,60037,101.481,109.784,CMU-MOSEI,positive
69824[4],en,And there's the chick has like a staff and she hits people with it.,"['life' 'sp' 'and' ""there's"" 'uhh' 'the' 'chick' 'is' 'like' 'sp' 'has'
 'like' 'a' 'sp' 'staff' 'sp' 'and' 'she' 'hits' 'people' 'with' 'it' 'sp']",0.8552631578947368,69824,37.426,43.844,CMU-MOSEI,positive
6rkV4QRcVnk[3],en,I'm just going to talk about my own experience with this play and my opinions on it and this doesn't in any way negate anyone else's opinion.,"['reactions' 'sp' ""i'm"" 'just' 'sp' 'going' 'to' 'talk' 'about' 'my' 'own'
 'experience' 'with' 'sp' 'this' 'sp' 'play' 'sp' 'and' 'sp' 'my'
 'opinions' 'on' 'it' 'and' 'this' 'sp' ""doesn't"" 'in' 'any' 'way'
 'negate' 'anyone' ""else's"" 'opinion' 'obviously' 'that']",0.8910256410256411,6rkV4QRcVnk,22.58,32.151,CMU-MOSEI,positive
6rkV4QRcVnk[4],en,is an opinion obviously that goes for like any opinion that I give because again there are all opinions so I,"[""else's"" 'opinion' 'obviously' 'that' 'goes' 'for' 'like' 'any' 'opinion'
 'that' 'i' 'give' 'because' 'again' 'sp' ""they're"" 'all' 'opinions' 'sp'
 'so' 'i']",0.9090909090909092,6rkV4QRcVnk,31.151,36.291,CMU-MOSEI,positive
6rkV4QRcVnk[5],en,So I got this book from the library hence why I'm not holding it up right now. I figure,"['opinions' 'sp' 'so' 'i' 'got' 'this' 'book' 'from' 'the' 'library'
 'hence' 'why' ""i'm"" 'not' 'sp' 'holding' 'it' 'up' 'right' 'now' 'sp' 'i'
 'figured' 'that']",0.8631578947368421,6rkV4QRcVnk,35.431,40.023,CMU-MOSEI,positive
